entity,question,answer1,answer2,answer3,answer4,correctAnswer,reference,category
APRE,Can social media be used to share climate change facts?,Myth ,Fact,,,2,https://unfccc.int/sites/default/files/resource/Communicating%20climate%20change_Insights%20from%20CDKNs%20experience.pdf,Climate change communication and narratives
APRE,Can games be a tool of climate communication?,Myth ,Fact,,,2,https://news.un.org/en/story/2022/05/1119292,Climate change communication and narratives
APRE,Is it possible to influence global policy by playing a mobile game?,Myth ,Fact,,,2,https://news.un.org/en/story/2022/05/1119292,Climate change communication and narratives
APRE,Emotional connections with events related to climate change can be detrimental for climate communication ,Myth ,Fact,,,1,https://www.ipcc.ch/site/assets/uploads/2017/08/Climate-Outreach-IPCC-communications-handbook.pdf,Climate change communication and narratives
APRE,"Social media and modern communication methods facilitate the rapid dissemination of misinformation, amplifying these impacts",Myth ,Fact,,,2,https://doi.org/10.1038/s41598-023-39944-3,Climate change communication and narratives
APRE,Distinguishing authentic videos from deepfakes is very hard for a big portion of the population.,Myth ,Fact,,,2,https://doi.org/10.1038/s41598-023-39944-3,Climate change communication and narratives
APRE,What is the main danger of AI in the context of misleading or inaccurate climate change information?,"Artificial intelligence-based methods of altering videos and photos lower the barriers to the mass creation and dissemination of realistic, manipulated digital content",AI algorithms can  formulate accurate answers even when data are missing.,AI is very safe and no dangers have been detected or predicted.,,1,https://doi.org/10.1038/s41598-023-39944-3,Climate change communication and narratives
APRE,Can visual communication support climate change action? ,Myth ,Fact,,,2,https://www.ipcc.ch/site/assets/uploads/2017/08/Climate-Outreach-IPCC-communications-handbook.pdf,Climate change communication and narratives
APRE,What does inclusivity mean in climate change communication?,Inclusivity is a crucial aspect in climate change communication since it aims at including scientific data into the story telling,"Inclusivity is a crucial aspect of effective climate change communication. Ensuring that everyone feels represented and understood helps to build trust, foster engagement, and promote collective action.",Inclusivity in climate change narratives is fundamental to avoid the spreading of fake news,,2,https://thegaiaproject.ca/en/accessibility-inclusivity-climate-change-action/,Climate change communication and narratives
APRE,What does accessibility mean in climate change communication?,"The concept of accessibility has nothing to do with climate change communication, but rather to buildings' structure ",Accessibility in climate change communication refers to the quantity of illustrations showed in a climate change narrative,"Accessibility in climate change communication refers to ensuring that information about climate change is understandable and available to a wide range of people, regardless of their abilities or backgrounds. ",,3,https://thegaiaproject.ca/en/accessibility-inclusivity-climate-change-action/,Climate change communication and narratives
APRE,Technology plays a crucial role in supporting climate change communication,Myth ,Fact,,,2,https://www.weforum.org/stories/2024/05/ai-lift-climate-research-out-lab-and-real-world/,Climate change communication and narratives
APRE,How can Artificial Intelligence support climate change communication?,"By organizing unstructured Earth data and down-scaling models to local levels, translating climate models into simple language, and acceleration technology development.",Artificial Intelligence is very limited and it can't support climate change communication.,,,1,https://www.weforum.org/stories/2024/05/ai-lift-climate-research-out-lab-and-real-world/,Climate change communication and narratives
APRE,Can abstract ideas improve climate change communication?,Myth ,Fact,,,1,https://www.ipcc.ch/site/assets/uploads/2017/08/Climate-Outreach-IPCC-communications-handbook.pdf,Climate change communication and narratives
APRE,"In climate change communication, is it correct to reprace statistics and graphs with anecdotes and stories?","No, statistics and graphs are the only type of information to be shared wile talking about climate change",Only if the audience is composed by young people,"Most people understand the world through anecdotes
and stories, rather than statistics and graphs. ",,3,https://www.ipcc.ch/site/assets/uploads/2017/08/Climate-Outreach-IPCC-communications-handbook.pdf,Climate change communication and narratives
APRE,How do strategic narratives help in communicating climate change effectively?,They create emotional responses in audiences,They provide structured stories that explain complex issues in relatable terms,They present only scientific data without context,They use fear-based messaging,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the role of narrators in strategic climate narratives?,To present facts without any interpretation,To enhance the credibility and trustworthiness of the message,To confuse the audience,To contradict the message with their actions,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is a common pitfall of climate change communication?,Lack of evidence-based facts,Failure to resonate with diverse audiences,Over-reliance on emotional messaging,Excessive use of technical jargon,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How does the concept of years to save the world fit into climate change narratives?,It provides a sense of urgency,It creates a sense of hopelessness,It has no impact on the audience,It leads to disengagement,1,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,Why is it important to consider the audience in climate change communication?,Audiences shape the content of the message,Audiences can reject the message if its not tailored to their values,Audiences dont influence the narrative,Audiences must be educated before communicating with them,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How can narrative coherence improve climate change communication?,By providing scientific accuracy,By ensuring the story aligns with audience values,By excluding emotional elements,By using complex terminology,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is a potential drawback of using apocalyptic climate change narratives?,They often lead to proactive action,They create a sense of fear and inaction,They inspire scientific research,They enhance global cooperation,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How can strategic narratives help bridge the gap between scientific understanding and public perception?,By simplifying scientific data,By focusing solely on facts,By connecting personal stories to scientific concepts,By avoiding emotional engagement,3,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the key challenge for strategic climate change communicators?,Balancing scientific accuracy and narrative appeal,Keeping the narrative solely scientific,Excluding the public from the discussion,Avoiding the use of stories,1,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the impact of civil society on climate change narratives?,Civil society has no impact on the narrative,Civil society creates new narratives and drives action,Civil society undermines scientific communication,Civil society only reacts to government narratives,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How does the credibility of narrators affect climate change communication?,It reduces the persuasiveness of the narrative,It enhances the believability and impact of the narrative,It has no effect on the narrative,It confuses the audience,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is a strategic narrative in the context of climate change communication?,A story used to explain the details of climate science,An action plan created by government officials,A persuasive and coordinated effort to communicate climate action,A technical document shared among scientists,3,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What role does Extinction Rebellion play in climate change communication?,They produce only scientific reports,They use civil disobedience to draw attention to the climate emergency,They are funded by governments,They focus only on social media campaigns,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the meaning of narrative breachin climate communication?,A story that conforms to expectations,A story that departs from the norm and grabs attention,A repetitive and predictable narrative,A technical error in the communication process,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How does the collapse is imminent narrative affect public perception?,It creates a sense of urgency and drives action,It calms the audience and assures them of safety,It dismisses the role of civil society,It leads to disengagement and helplessness,1,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the role of youth activists like Greta Thunberg in climate change narratives?,They are irrelevant to the strategic narrative,They inspire global movements and bring urgency to climate action,They provide entertainment in climate debates,They only focus on local issues,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How do policy narratives differ from scientific narratives in climate change communication?,Policy narratives are focused on scientific data alone,Policy narratives are designed to persuade and coordinate action,Policy narratives are only written by scientists,Policy narratives are purely theoretical,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the main danger of poorly constructed climate narratives?,They can inspire collective action,They may lead to public disengagement,They often create government policies,They improve understanding of the science,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the purpose of the climate emergency narrative?,To create a sense of complacency,To call for urgent action at all levels of government,To focus only on scientific research,To exclude civil society from the discussion,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How does emotional engagement influence climate communication?,It weakens the impact of the message,It strengthens the connection with the audience and encourages action,It confuses the audience and creates misinformation,It has no effect on climate communication,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is a key feature of the narrative  Years to save the world?,"It emphasizes long-term, gradual changes",It presents a clear deadline for urgent action,It focuses on historical climate data,It encourages inaction and debate,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What can make a strategic climate narrative persuasive?,The use of statistics alone,A clear and compelling story with relatable characters,Excluding the public from the message,The absence of emotional elements,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,How can policymakers improve the effectiveness of climate change narratives?,By using only scientific data,By creating relatable and inclusive narratives,By focusing on global audiences alone,By avoiding collaboration with civil society,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the relationship between climate change communication and behaviour change?,Communication has no effect on behaviour change,Effective communication can inspire collective and individual actions,Climate communication focuses solely on spreading knowledge,Behaviour change does not require communication,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the role of inclusivity in climate change narratives?,It ensures only scientists are involved in communication,It fosters engagement by making everyone feel represented and valued,It prevents people from participating,It focuses on creating exclusive strategies,2,https://doi.org/10.1016/j.erss.2020.101580,Climate change communication and narratives
APRE,What is the effect of emotional narratives on climate change communication?,They reduce engagement,They provide factual information only,They increase engagement and motivate action,They do not impact behavior,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How does narrative transportation influence pro-environmental behavior?,It decreases attention to the narrative,It reduces emotional engagement,It enhances empathy and leads to pro-environmental behavior,It has no influence on behavior,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the role of story structure in climate change communication?,It reduces the impact of the message,It makes scientific data more complex,It creates emotional connections and enhances understanding,It focuses solely on data presentation,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How do negatively valenced endings in climate change stories affect behavior?,They reduce empathy for the issue,They lead to disengagement,They increase emotional arousal and drive action,They have no impact on behavior,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the primary challenge in using facts alone for climate change communication?,Facts alone are sufficient to drive behavior change,Facts can increase resistance and reduce engagement,Facts always lead to pro-environmental behavior,Facts create emotional engagement,2,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,Why are metaphors effective in climate change communication?,They help make complex scientific concepts more relatable,They create confusion in the audience,They obscure important facts,They detract from the seriousness of the issue,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the concept of narrative transportation?,It is the process of focusing on scientific data,It refers to the lack of engagement with the story,It refers to the physical movement of information,It is the phenomenon where individuals become emotionally immersed in a story,4,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How do fear-based narratives affect climate change communication?,They increase the urgency and prompt action,They create disengagement and reduce trust,They have no effect on the audience,They reduce the audience\'92s willingness to act,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the significance of character identification in climate stories?,It reduces the effectiveness of the message,It confuses the audience,It has no impact on audience engagement,It increases empathy and emotional investment in the narrative,4,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How do emotional arousal and autonomic reactivity influence behavior in climate change communication?,They create confusion and inaction,They reduce the likelihood of action,They enhance the connection to the message and encourage pro-environmental behavior,They have no measurable impact,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How do positive climate change narratives differ from fear-based approaches?,They increase trust and hope in audiences,They often lead to disengagement,They confuse the public,They are less effective in promoting action,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How can visual elements in storytelling aid in climate change communication?,By simplifying complex data and making it relatable,By reducing engagement with the story,By focusing only on emotions,By preventing data from being properly communicated,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the key difference between analytical and narrative-based approaches in climate communication?,Narrative-based approaches lack any factual foundation,Analytical approaches always lead to more engagement,Narrative-based approaches are less emotional,Analytical approaches are less emotional and more fact-based,4,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What impact does the emotional valence of a narratives ending have on pro-environmental behavior?,Positive valence reduces engagement,Positive valence always leads to more action,Valence has no measurable impact on behavior,Negative valence enhances emotional arousal and pro-environmental behavior,4,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How does cultural polarization affect climate change communication?,It fosters global cooperation,It has no effect on audience reception,It deepens the divide between those who accept and reject climate change,It increases the acceptance of scientific facts,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,Why is affective engagement crucial in climate change communication?,It helps audiences connect emotionally and take action,It distracts from the facts,It reduces the credibility of the message,It complicates the presentation of scientific data,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How does cognitive dissonance affect the reception of climate change messages?,It leads to a deeper understanding,"It creates tension between beliefs and actions, leading to resistance",It increases pro-environmental behavior,It has no effect,2,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the role of autonomic reactivity in climate change storytelling?,It increases emotional engagement and predicts pro-environmental behavior,It leads to less effective communication,It decreases engagement with the message,It has no measurable effect,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the purpose of using emotional stories in climate change communication?,To reduce engagement with the issue,To confuse the audience,To present only scientific data,To elicit empathy and motivate pro-environmental actions,4,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How does the concept of narrative transportation enhance climate change communication?,It focuses solely on data accuracy,It increases empathy and the likelihood of behavior change,It complicates the message,It reduces emotional engagement,2,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How does narrative transportation reduce counter-arguing in climate change communication?,By confusing the audience,By making the message more complicated,By creating an immersive emotional experience,By focusing only on data presentation,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is a common outcome of using fact-based climate change narratives?,They always lead to pro-environmental behavior,They often fail to engage and inspire action,They create emotional responses,They reduce resistance to the message,2,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How can climate change stories with characters inspire action?,By reducing the audience's empathy,By distracting from the facts,By increasing emotional identification and empathy with the characters,By confusing the audience,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the potential negative effect of using data-heavy narratives in climate communication?,They increase the effectiveness of the message,They enhance emotional connection with the audience,They lead to disengagement and resistance,They trigger immediate action,3,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,How do positive success stories in climate communication motivate action?,By creating hope and a sense of possibility,By increasing resistance to the message,By fostering disengagement,By reducing trust in scientific data,1,https://doi.org/10.1007/s10584-019-02425-6,Climate change communication and narratives
APRE,What is the primary challenge in communicating climate change to the public?,"Is the complex nature of climate science, which can be difficult to understand and communicate effectively to a general audience. ",Attract people interest ,The wide difference of climatic contions that interest out planet,To tell the same narrative every time without modifying too much its content,1,https://unfccc.int/sites/default/files/resource/Communicating%20climate%20change_Insights%20from%20CDKNs%20experience.pdf,Climate change communication and narratives
APRE,What can be considered a good communication strategy?,To avoid focusing on the personal sphere of people,"To target the cultural values and beliefs because people react to traditions, experiences and shared values",To use comprex language and provide complex examples,To target people fears,2, https://doi.org/10.1002/wcc.2,Climate change communication and narratives
APRE,What do you think it is the best communication strategy among the following?,Show your weeknesses and insecurity to gain trust,Test the audience knowledge and highlight lack of competences,Lead with your strongest argument or your most confident point,Avoid focusing on your strongest argument and on yout most confident point,3, https://doi.org/10.1002/wcc.2,Climate change communication and narratives
APRE,Climate change contibruted to the creation of new language/jergon,Myth ,Fact,,,2, https://doi.org/10.1002/wcc.2,Climate change communication and narratives
APRE,Psycology and climate change actions are bond together,Fact ,Myth,,,1,https://doi.org/10.7916/d8-byzb-0s23,Climate change communication and narratives
APRE,What is a confirmaiton bias?,A confirmation bias is the difference between people having different opinions.,A confirmation bias is the difference between fake news and true facts.,"A confirmation bias is what makes people look for information
that is consistent with what they already think/know, to avoid changing their mind.",A confirmation bias is the result of societal changes applied on climate change.,3,https://doi.org/10.7916/d8-byzb-0s23,Climate change communication and narratives
APRE,How can mental models be changed?,"By correcting misinformation,
inserting new building blocks, and/or making new connections with existing knowledge. ",Mental models can't be changed. They shape who we are and can't be altered in any way.,By exchanging only with people that have the same mental models we have. ,By avoiding the collection of information coming from different sources.,1,https://doi.org/10.7916/d8-byzb-0s23,Climate change communication and narratives
APRE,What is intended for local framing in the context of climate change?,Bringing the message close to home.,Isolate the problems.,Insuring that solutions are applicable only at local scale,Framing problems.,1,https://doi.org/10.7916/d8-byzb-0s23,Climate change communication and narratives
APRE,People typically perceive immediate threats as more relevant and of greater urgency than future problems,Myth ,Fact,,,2,https://doi.org/10.7916/d8-byzb-0s23,Climate change communication and narratives
APRE,Should communicator focus only on the environmental aspects of climate change?,"Yes. This will increase the attention of the audience, avoiding misunderstandings.",It depends on the region where the news/message is shared,It depends on the language used.,"Communicators should also broaden their messages to include
such frames as national security and human health.",4,https://doi.org/10.7916/d8-byzb-0s23,Climate change communication and narratives
APRE,Why alarming climate change models and predictions are not enough to stimulate behavioral changes?,Beacause most of the people can't understand graphs and numbers.,"Because distant risks do not
set off the same alarms that immediate risks do.",Because models badly represents real scenarios,Because it takes time to change opinion,3,https://doi.org/10.7916/d8-byzb-0s23,Climate change communication and narratives
APRE,Inspiring actions should take into account how the human brain works,Myth ,Fact,,,2,https://doi.org/10.7916/d8-byzb-0s23,Climate change communication and narratives
APRE,Recalling personal experience leads to emotional response,Myth ,Fact,,,2,https://doi.org/10.7916/d8-byzb-0s23,Climate change communication and narratives
APRE,How can we avoid manipulating people response to climate change?,It is not possible. ,Paying attention to the intensity of the message.,Avoiding recalling emotional experiences.,"Balancing information that
trigger an emotional response with more analytic
information.",4,https://doi.org/10.7916/d8-byzb-0s23,Climate change communication and narratives
APRE,Concepts simplification and avoidance of jergon can lead to better understaning of the phenomena. ,Fact ,Myth,,,1,https://doi.org/10.7916/d8-byzb-0s23,Climate change communication and narratives
APRE,"Climate dictionaries can help you to ""speak climate"" fluently.",Fact ,Myth,,,1,https://climatepromise.undp.org/news-and-stories/climate-dictionary-everyday-guide-climate-change?_gl=1*16r6dam*_gcl_au*NzMyNDMwODExLjE3MzI1MzI5ODQ.*_ga*MTk1MTIxNzc5Ny4xNzMwNzk0NTI0*_ga_3W7LPK0WP1*MTczMjUzMjk4My4zLjAuMTczMjUzMjk4NS41OC4wLjA.,Climate change communication and narratives
APRE,Associating immages to complex concepts supports the comprehension and memorisation of the text.,Myth,Fact,,,2,https://climatepromise.undp.org/sites/default/files/research_report_document/WEB%20-%20The%20Climate%20Dictionary%20-%20Publication.pdf,Climate change communication and narratives
APRE,The language heritage of indigenous communities is threaten by climate change,Myth,Fact ,,,2,https://insideclimatenews.org/news/02062024/todays-climate-indigenous-language-loss/,Climate change communication and narratives
APRE,Climate change adaptation solutions can find support in indigenous language. Why?,Climate change adaptation has nothing to do with indigenous language.,Beause indigenous people live on costal areas.,Because indigenous languages are made of a few words.,"Because the indigenous people knowledge, and consequently the language, found their roots in the natural environment.",4,https://insideclimatenews.org/news/02062024/todays-climate-indigenous-language-loss/,Climate change communication and narratives
APRE,What is the link between indigenous people oral communication and climate change?,"In some indigenous languages, the oral communication prevails and its conservation is fundamental to guarantee historical records collected by the local populations",The link has to do with the lack of knowledge about other languages.,There is no link.,,1,https://insideclimatenews.org/news/02062024/todays-climate-indigenous-language-loss/,Climate change communication and narratives
APRE,Can climate change be explained using sign language?,Myth,Fact,,,2,https://www.bbc.com/news/science-environment-66464437,Climate change communication and narratives
APRE,"In the last years, British Sign Language (BSL) incorporated new words and concept related to the enviroment and to climate change. Can you guess how many?",10,100,1000,>1000,4,https://www.bbc.com/news/science-environment-66464437,Climate change communication and narratives
APRE,Can diplomatic language boost climate actions? ,"Yes, by fostering negotiations, and highlight obligations and opportunities that rely on effective communication to build consensus and forge agreements.","No, because climate actions are not compatible with diplomacy.",It depends from the type of action.,,1,https://unfccc.int/sites/default/files/resource/Communicating%20climate%20change_Insights%20from%20CDKNs%20experience.pdf,Climate change communication and narratives
APRE,How can education campaigns support climate change initiatives?,It is not possible to support climate change initiative using educational campaigns because it is too late.,"By educating people about sustainable practices, such as energy conservation and waste reduction.",,,2,https://www.unesco.org/en/climate-change/education,Climate change communication and narratives
APRE,How can art and social marketing strategies address the climate crisis?,By reducing climate change.,By replacing science.,By envision future scenarios and inspire hope for a sustainable future.,,3,https://unfccc.int/sites/default/files/resource/Communicating%20climate%20change_Insights%20from%20CDKNs%20experience.pdf,
APRE,"By incorporating music into climate change communication and activism, we can harness its power to create a more sustainable future.",Myth,Fact ,,,2,https://www.youtube.com/watch?v=2DLnhdnSUVs,Climate change communication and narratives
ATC,What are some sources of visual misinformation?,Propaganda images,Misleading captions,Out-of-context images,All of the above,1,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,Which of these is an example of a trustworthy information source?,Random social media posts,Personal blogs without citations,AI-generated fictional stories,Peer-reviewed articles,4,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,What amplifies misinformation on social media?,Algorithms promoting peer-liked content,Unverified sources,Lack of regulation,All of the above,1,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,Which of these visual techniques can mislead audiences?,Digitally altered photographs,Out-of-context images,Propaganda visuals,All of the above,4,https://agoraclimatedisinfo.eu/courses/introduction-to-media-literacy/,Media literacy
ATC,What is required for critically assessing sources?, Author’s credentials,Cross-referencing information,Publication reputation,All of the above,4,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,What is misinformation?,Intentional spread of false information,Unintentional spread of false information,Data that has not been verified,,2,https://agoraclimatedisinfo.eu/courses/introduction-to-media-literacy/,Media literacy
ATC,What does a reverse image search do?,Verifies the author of an article,Analyzes text for authenticity,Finds the origin of an image,,3,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,Which Boolean operator is used to combine two search terms?,OR,AND,NOT,,2,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,What is the purpose of fact-checking?,To verify opinions,To verify facts in communication,To promote certain viewpoints,,2,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,Which of the following tools allows for a Boolean search?,Web Archive,InVID,Google Search,,3,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,"What kind of information does a web search for ""Climate AND Change"" retrieve?"," Results containing both the words ""Climate"" and ""Change"""," Results containing either the word ""Climate"" or the word ""Change""","Results excluding the word ""Change""",,1,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,What does Media Bias/Fact Check evaluate?,The accuracy of tweets,Bias and reliability of websites,Meteorological data,,2,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,Which of these is NOT a reverse image search tool?,Google Lens,TinEye,YouTube,,3,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,What is a key characteristic of pseudoscience?,Based on credible evidence,Misleading or unsupported by science,Promoted by verified organizations,,2,https://agoraclimatedisinfo.eu/courses/introduction-to-media-literacy/,Media literacy
ATC,Which platform will you use to check whether a website is a questionable source?,Media Bias/Fact Check, Web Archive,Google Fact Check Explorer,,1,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/ ,Media literacy
ATC,What is propaganda?,Verified scientific data,A balanced presentation of facts,Biased messages to influence public opinion,,3,https://agoraclimatedisinfo.eu/courses/introduction-to-media-literacy/,Media literacy
ATC,Which Boolean operator is used to exclude a word?,AND,OR,minus sign (-),"quotation marks ("""")",3,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,Which operator finds synonyms in a search?,AND,tilde (~),NOT,,1,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,Which Boolean search operator retrieves exact phrases?,"quotation marks ("""")",AND,intitle:,NOT,1,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,What is the role of web archives in fact-checking?,To store raw data,To track changes in online content,To validate geolocation metadata,All of the above,2,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,What emotional responses are commonly triggered by climate misinformation?,Optimism and trust,"Panic, suspicion, and anger",Excitement and hope,Confidence and curiosity,2,https://psycnet.apa.org/doiLanding?doi=10.1016%2Fj.jarmac.2017.07.008,Media literacy
ATC,What term describes the phenomenon of people consuming information that aligns with their existing beliefs?,Attitudinal inoculation,Framing,Social identity theory,Confirmation bias,4,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,What does the acronym CRAAP stand for when evaluating information?,"Currency, Relevance, Authority, Accuracy, Purpose","Current, Reliable, Accurate, Authoritative, Peer-reviewed","Content, Research, Analysis, Application, Proof","Check, Rate, Apply, Assess, Propose",1,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,Which of the following is a key factor in assessing the credibility of a source?,Number of pages,The author's qualifications,The color of the website design,The length of sentences,2,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,What does it mean if a source is peer-reviewed?,It has been checked by multiple editors for grammar,It has been evaluated by experts in the same field, It is free to access online,It is written by two or more authors,2,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,"When evaluating a website, what does “.edu” in the URL usually indicate?",It’s a commercial site,It’s a government site,It’s affiliated with an educational institution,It’s a personal blog,3,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,What is the purpose of fact-checking a source?,To determine if it aligns with your opinion, To verify the accuracy of claims and data,To decide if the author is well-known,To find grammatical errors in the text,2,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,Which of the following is NOT a reliable way to verify information?,Consulting other trusted sources,Using fact-checking websites, Searching social media hashtags,Checking the source’s references,3,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,Information from a source with a recent publication date is always reliable.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,An author’s expertise is irrelevant if the information aligns with your views.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,Which of the following indicates bias in a source?,The use of citations,Overly emotional language or one-sided arguments,A clear thesis and structured argument, A balanced tone,2,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,A source’s purpose can influence its objectivity and reliability.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,It is unnecessary to evaluate the accuracy of information found in a well-designed website.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,Media literacy helps individuals critically evaluate the credibility of information sources.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/introduction-to-media-literacy/,Media literacy
ATC,A filter bubble refers to a situation where an individual is exposed only to information that aligns with their existing beliefs.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,"Deepfakes are real-time, unaltered videos created by credible sources.",Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,What is the primary goal of media literacy?,To create media content,To critically analyze and evaluate media messages,To ban fake news,To follow trending topics,2,https://agoraclimatedisinfo.eu/courses/introduction-to-media-literacy/,Media literacy
ATC,Which of the following is an example of misinformation?, A satirical article,An outdated study presented as current,A factual news report,A fictional story marked as fiction,2,https://agoraclimatedisinfo.eu/courses/introduction-to-media-literacy/,Media literacy
ATC,What is a filter bubble?, A tool for verifying facts online, A type of online scam,A digital environment limiting exposure to differing viewpoints,A method of creating secure online accounts,3,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
